MONTH_DATE,CITY,COMPOSITE_BENCHMARK,COMPOSITE_BENCHMARK_CHANGE,MORTGAGE_ARREARS,LOAN_TO_INCOME_RATIO,DEBT_SERVICE_RATIO,MORTGAGE_RATE_5YRS_FIXED,MORTGAGE_RATE_5YRS_VARIABLE,POLICY_RATE,POLICY_RATE_CHANGE,BENCHMARK_TO_RATE_RATIO,BENCHMARK_YOY_PERCENTAGE_CHANGE
2022-12-01,GREATER_TORONTO,1027500,-11700.0,,,,4.99,5.55,4.25,0.5,241764.71,-9.74
2023-01-01,GREATER_TORONTO,1028400,900.0,12.0,280.0,19.72,4.79,5.8,4.5,0.25,228533.33,-15.25
2023-02-01,GREATER_TORONTO,1044500,16100.0,,,,4.84,5.8,4.5,0.0,232111.11,-18.39
2023-03-01,GREATER_TORONTO,1068700,24200.0,,,,4.74,5.8,4.5,0.0,237488.89,-16.26
2023-04-01,GREATER_TORONTO,1096000,27300.0,12.0,283.96,19.66,4.59,5.8,4.5,0.0,243555.56,-11.67
2023-05-01,GREATER_TORONTO,1119700,23700.0,,,,4.79,5.8,4.5,0.0,248822.22,-6.62
2023-06-01,GREATER_TORONTO,1120400,700.0,,,,4.95,6.05,4.75,0.25,235873.68,-2.52
2023-07-01,GREATER_TORONTO,1109800,-10600.0,13.0,286.86,20.41,5.19,6.3,5.0,0.25,221960.0,0.75
2023-08-01,GREATER_TORONTO,1091300,-18500.0,,,,5.49,6.3,5.0,0.0,218260.0,1.52
2023-09-01,GREATER_TORONTO,1079100,-12200.0,,,,5.59,6.3,5.0,0.0,215820.0,1.38
2023-10-01,GREATER_TORONTO,1054800,-24300.0,14.000000000000002,275.05,20.6,5.72,6.3,5.0,0.0,210960.0,0.64
2023-11-01,GREATER_TORONTO,1032100,-22700.0,,,,5.64,6.3,5.0,0.0,206420.0,-0.68
2023-12-01,GREATER_TORONTO,1023000,-9100.0,,,,5.24,6.3,5.0,0.0,204600.0,-0.44
2024-01-01,GREATER_TORONTO,1027000,4000.0,15.0,279.01,20.37,5.09,6.3,5.0,0.0,205400.0,-0.14
2024-02-01,GREATER_TORONTO,1051600,24600.0,,,,4.99,6.3,5.0,0.0,210320.0,0.68
2024-03-01,GREATER_TORONTO,1069300,17700.0,,,,4.99,6.3,5.0,0.0,213860.0,0.06
2024-04-01,GREATER_TORONTO,1067300,-2000.0,15.0,,20.25,4.94,6.25,5.0,0.0,213460.0,-2.62
2024-05-01,GREATER_TORONTO,1060400,-6900.0,,,,4.89,6.25,5.0,0.0,212080.0,-5.3
2024-06-01,GREATER_TORONTO,1053200,-7200.0,,,,4.84,6.0,4.75,-0.25,221726.32,-6.0
2024-07-01,GREATER_TORONTO,1037200,-16000.0,16.0,,20.01,4.74,5.75,4.5,-0.25,230488.89,-6.54
2024-08-01,GREATER_TORONTO,1022600,-14600.0,,,,4.64,5.7,4.5,0.0,227244.44,-6.3
2024-09-01,GREATER_TORONTO,1015900,-6700.0,,,,4.39,5.5,4.25,-0.25,239035.29,-5.86
2024-10-01,GREATER_TORONTO,1007600,-8300.0,17.0,,19.81,4.39,5.05,3.75,-0.5,268693.33,-4.47
2024-11-01,GREATER_TORONTO,1010300,2700.0,,,,4.34,5.01,3.75,0.0,269413.33,-2.11
2024-12-01,GREATER_TORONTO,1005900,-4400.0,,,,4.34,4.55,3.25,-0.5,309507.69,-1.67
2025-01-01,GREATER_TORONTO,1017600,11700.0,18.0,,19.48,4.27,4.45,3.0,-0.25,339200.0,-0.92
2025-02-01,GREATER_TORONTO,1019100,1500.0,,,,4.19,4.35,3.0,0.0,339700.0,-3.09
2025-03-01,GREATER_TORONTO,1017300,-1800.0,,,,3.99,4.15,2.75,-0.25,369927.27,-4.86
2025-04-01,GREATER_TORONTO,1010100,-7200.0,19.0,,18.84,3.99,4.2,2.75,0.0,367309.09,-5.36
2025-05-01,GREATER_TORONTO,1014300,4200.0,,,,3.99,4.25,2.75,0.0,368836.36,-4.35
2025-06-01,GREATER_TORONTO,994600,-19700.0,,,,4.09,4.25,2.75,0.0,361672.73,-5.56
2025-07-01,GREATER_TORONTO,980100,-14500.0,20.0,,18.96,4.19,4.25,2.75,0.0,356400.0,-5.51
2025-08-01,GREATER_TORONTO,969100,-11000.0,,,,4.2,4.27,2.75,0.0,352400.0,-5.23
2025-09-01,GREATER_TORONTO,962300,-6800.0,,,,4.24,4.05,2.5,-0.25,384920.0,-5.28
2025-10-01,GREATER_TORONTO,957200,-5100.0,21.0,,18.77,4.14,3.9,2.25,-0.25,425422.22,-5.0
2025-11-01,GREATER_TORONTO,951700,-5500.0,,,,4.04,3.75,2.25,0.0,422977.78,-5.8
2025-12-01,GREATER_TORONTO,942300,-9400.0,,,,4.14,3.75,2.25,0.0,418800.0,-6.32
2026-01-01,GREATER_TORONTO,935200,-7100.0,,,,4.14,3.7,2.25,0.0,415644.44,-8.1
2026-02-01,GREATER_TORONTO,938800,3600.0,,,,3.99,3.7,2.25,0.0,417244.44,-7.88
2018-01-01,GREATER_VANCOUVER,1029400,,20.0,280.79,16.9,3.19,2.55,1.25,,823520.0,
2018-02-01,GREATER_VANCOUVER,1031900,2500.0,,,,3.24,2.5,1.25,0.0,825520.0,
2018-03-01,GREATER_VANCOUVER,1032900,1000.0,,,,3.24,2.5,1.25,0.0,826320.0,
2018-04-01,GREATER_VANCOUVER,1026400,-6500.0,20.0,267.87,16.17,3.24,2.5,1.25,0.0,821120.0,
2018-05-01,GREATER_VANCOUVER,1017700,-8700.0,,,,3.34,2.45,1.25,0.0,814160.0,
2018-06-01,GREATER_VANCOUVER,1011500,-6200.0,,,,3.34,2.55,1.25,0.0,809200.0,
2018-07-01,GREATER_VANCOUVER,1000900,-10600.0,20.0,272.89,16.44,3.34,2.7,1.5,0.25,667266.67,
2018-08-01,GREATER_VANCOUVER,986600,-14300.0,,,,3.34,2.8,1.5,0.0,657733.33,
2018-09-01,GREATER_VANCOUVER,969900,-16700.0,,,,3.44,2.8,1.5,0.0,646600.0,
2018-10-01,GREATER_VANCOUVER,960500,-9400.0,20.0,271.9,16.69,3.54,2.95,1.75,0.25,548857.14,
2018-11-01,GREATER_VANCOUVER,940700,-19800.0,,,,3.59,2.95,1.75,0.0,537542.86,
2018-12-01,GREATER_VANCOUVER,929200,-11500.0,,,,3.6,3.1,1.75,0.0,530971.43,
2019-01-01,GREATER_VANCOUVER,911900,-17300.0,21.0,271.89,17.11,3.59,2.95,1.75,0.0,521085.71,-11.41
2019-02-01,GREATER_VANCOUVER,905200,-6700.0,,,,3.49,2.95,1.75,0.0,517257.14,-12.28
2019-03-01,GREATER_VANCOUVER,901300,-3900.0,,,,3.29,2.95,1.75,0.0,515028.57,-12.74
2019-04-01,GREATER_VANCOUVER,895800,-5500.0,21.0,273.05,16.59,3.09,2.95,1.75,0.0,511885.71,-12.72
2019-05-01,GREATER_VANCOUVER,886400,-9400.0,,,,2.99,2.95,1.75,0.0,506514.29,-12.9
2019-06-01,GREATER_VANCOUVER,882500,-3900.0,,,,2.79,2.97,1.75,0.0,504285.71,-12.75
2019-07-01,GREATER_VANCOUVER,876900,-5600.0,21.0,282.51,16.63,2.77,2.95,1.75,0.0,501085.71,-12.39
2019-08-01,GREATER_VANCOUVER,878800,1900.0,,,,2.69,2.99,1.75,0.0,502171.43,-10.93
2019-09-01,GREATER_VANCOUVER,882200,3400.0,,,,2.69,2.95,1.75,0.0,504114.29,-9.04
2019-10-01,GREATER_VANCOUVER,886100,3900.0,21.0,284.93,16.61,2.79,2.95,1.75,0.0,506342.86,-7.75
2019-11-01,GREATER_VANCOUVER,890500,4400.0,,,,2.74,2.95,1.75,0.0,508857.14,-5.34
2019-12-01,GREATER_VANCOUVER,894500,4000.0,,,,2.84,2.95,1.75,0.0,511142.86,-3.73
2020-01-01,GREATER_VANCOUVER,905000,10500.0,21.0,284.11,16.56,2.82,2.89,1.75,0.0,517142.86,-0.76
2020-02-01,GREATER_VANCOUVER,917100,12100.0,,,,2.69,2.35,1.75,0.0,524057.14,1.31
2020-03-01,GREATER_VANCOUVER,922400,5300.0,,,,2.54,2.08,0.25,-1.5,3689600.0,2.34
2020-04-01,GREATER_VANCOUVER,921100,-1300.0,22.0,283.42,15.85,2.54,2.25,0.25,0.0,3684400.0,2.82
2020-05-01,GREATER_VANCOUVER,921900,800.0,,,,2.39,2.2,0.25,0.0,3687600.0,4.01
2020-06-01,GREATER_VANCOUVER,922800,900.0,,,,2.24,2.0,0.25,0.0,3691200.0,4.57
2020-07-01,GREATER_VANCOUVER,928100,5300.0,22.0,295.17,15.9,2.09,1.99,0.25,0.0,3712400.0,5.84
2020-08-01,GREATER_VANCOUVER,938700,10600.0,,,,1.99,1.9,0.25,0.0,3754800.0,6.82
2020-09-01,GREATER_VANCOUVER,946800,8100.0,,,,1.87,1.8,0.25,0.0,3787200.0,7.32
2020-10-01,GREATER_VANCOUVER,952100,5300.0,20.0,306.74,15.95,1.83,1.75,0.25,0.0,3808400.0,7.45
2020-11-01,GREATER_VANCOUVER,959700,7600.0,,,,1.79,1.7,0.25,0.0,3838800.0,7.77
2020-12-01,GREATER_VANCOUVER,964900,5200.0,,,,1.74,1.6,0.25,0.0,3859600.0,7.87
2021-01-01,GREATER_VANCOUVER,981200,16300.0,19.0,306.9,15.72,1.69,1.5,0.25,0.0,3924800.0,8.42
2021-02-01,GREATER_VANCOUVER,1012100,30900.0,,,,1.69,1.5,0.25,0.0,4048400.0,10.36
2021-03-01,GREATER_VANCOUVER,1054100,42000.0,,,,1.94,1.45,0.25,0.0,4216400.0,14.28
2021-04-01,GREATER_VANCOUVER,1078000,23900.0,17.0,316.35,16.08,2.04,1.45,0.25,0.0,4312000.0,17.03
2021-05-01,GREATER_VANCOUVER,1086700,8700.0,,,,2.09,1.43,0.25,0.0,4346800.0,17.88
2021-06-01,GREATER_VANCOUVER,1087300,600.0,,,,2.09,1.43,0.25,0.0,4349200.0,17.83
2021-07-01,GREATER_VANCOUVER,1083300,-4000.0,16.0,318.61,16.11,2.09,1.38,0.25,0.0,4333200.0,16.72
2021-08-01,GREATER_VANCOUVER,1087700,4400.0,,,,2.09,1.35,0.25,0.0,4350800.0,15.87
2021-09-01,GREATER_VANCOUVER,1100600,12900.0,,,,1.94,1.3,0.25,0.0,4402400.0,16.24
2021-10-01,GREATER_VANCOUVER,1113800,13200.0,14.000000000000002,318.8,16.04,2.19,1.3,0.25,0.0,4455200.0,16.98
2021-11-01,GREATER_VANCOUVER,1126500,12700.0,,,,2.52,1.3,0.25,0.0,4506000.0,17.38
2021-12-01,GREATER_VANCOUVER,1140800,14300.0,,,,2.64,1.35,0.25,0.0,4563200.0,18.23
2022-01-01,GREATER_VANCOUVER,1177600,36800.0,13.0,318.9,16.29,2.74,1.35,0.25,0.0,4710400.0,20.02
2022-02-01,GREATER_VANCOUVER,1225200,47600.0,,,,2.89,1.41,0.25,0.0,4900800.0,21.06
2022-03-01,GREATER_VANCOUVER,1251300,26100.0,,,,3.04,1.75,0.5,0.25,2502600.0,18.71
2022-04-01,GREATER_VANCOUVER,1252800,1500.0,12.0,315.67,17.41,3.29,2.3,1.0,0.5,1252800.0,16.22
2022-05-01,GREATER_VANCOUVER,1247800,-5000.0,,,,3.79,2.7,1.0,0.0,1247800.0,14.82
2022-06-01,GREATER_VANCOUVER,1223500,-24300.0,,,,4.09,3.0,1.5,0.5,815666.67,12.53
2022-07-01,GREATER_VANCOUVER,1195800,-27700.0,12.0,303.44,18.86,4.54,3.8,2.5,1.0,478320.0,10.38
2022-08-01,GREATER_VANCOUVER,1169700,-26100.0,,,,4.59,4.0,2.5,0.0,467880.0,7.54
2022-09-01,GREATER_VANCOUVER,1144100,-25600.0,,,,4.59,4.55,3.25,0.75,352030.77,3.95
2022-10-01,GREATER_VANCOUVER,1137800,-6300.0,12.0,285.71,19.54,5.14,5.0,3.75,0.5,303413.33,2.15
2022-11-01,GREATER_VANCOUVER,1120800,-17000.0,,,,5.14,5.05,3.75,0.0,298880.0,-0.51
2022-12-01,GREATER_VANCOUVER,1104500,-16300.0,,,,4.99,5.55,4.25,0.5,259882.35,-3.18
2023-01-01,GREATER_VANCOUVER,1106700,2200.0,12.0,280.0,19.72,4.79,5.8,4.5,0.25,245933.33,-6.02
2023-02-01,GREATER_VANCOUVER,1124600,17900.0,,,,4.84,5.8,4.5,0.0,249911.11,-8.21
2023-03-01,GREATER_VANCOUVER,1137800,13200.0,,,,4.74,5.8,4.5,0.0,252844.44,-9.07
2023-04-01,GREATER_VANCOUVER,1164400,26600.0,12.0,283.96,19.66,4.59,5.8,4.5,0.0,258755.56,-7.06
2023-05-01,GREATER_VANCOUVER,1179200,14800.0,,,,4.79,5.8,4.5,0.0,262044.44,-5.5
2023-06-01,GREATER_VANCOUVER,1194500,15300.0,,,,4.95,6.05,4.75,0.25,251473.68,-2.37
2023-07-01,GREATER_VANCOUVER,1201500,7000.0,13.0,286.86,20.41,5.19,6.3,5.0,0.25,240300.0,0.48
2023-08-01,GREATER_VANCOUVER,1200000,-1500.0,,,,5.49,6.3,5.0,0.0,240000.0,2.59
2023-09-01,GREATER_VANCOUVER,1195300,-4700.0,,,,5.59,6.3,5.0,0.0,239060.0,4.48
2023-10-01,GREATER_VANCOUVER,1188400,-6900.0,14.000000000000002,275.05,20.6,5.72,6.3,5.0,0.0,237680.0,4.45
2023-11-01,GREATER_VANCOUVER,1176800,-11600.0,,,,5.64,6.3,5.0,0.0,235360.0,5.0
2023-12-01,GREATER_VANCOUVER,1160500,-16300.0,,,,5.24,6.3,5.0,0.0,232100.0,5.07
2024-01-01,GREATER_VANCOUVER,1161100,600.0,15.0,279.01,20.37,5.09,6.3,5.0,0.0,232220.0,4.92
2024-02-01,GREATER_VANCOUVER,1176300,15200.0,,,,4.99,6.3,5.0,0.0,235260.0,4.6
2024-03-01,GREATER_VANCOUVER,1192700,16400.0,,,,4.99,6.3,5.0,0.0,238540.0,4.83
2024-04-01,GREATER_VANCOUVER,1200900,8200.0,15.0,,20.25,4.94,6.25,5.0,0.0,240180.0,3.13
2024-05-01,GREATER_VANCOUVER,1206900,6000.0,,,,4.89,6.25,5.0,0.0,241380.0,2.35
2024-06-01,GREATER_VANCOUVER,1202100,-4800.0,,,,4.84,6.0,4.75,-0.25,253073.68,0.64
2024-07-01,GREATER_VANCOUVER,1192500,-9600.0,16.0,,20.01,4.74,5.75,4.5,-0.25,265000.0,-0.75
2024-08-01,GREATER_VANCOUVER,1191700,-800.0,,,,4.64,5.7,4.5,0.0,264822.22,-0.69
2024-09-01,GREATER_VANCOUVER,1176700,-15000.0,,,,4.39,5.5,4.25,-0.25,276870.59,-1.56
2024-10-01,GREATER_VANCOUVER,1170700,-6000.0,17.0,,19.81,4.39,5.05,3.75,-0.5,312186.67,-1.49
2024-11-01,GREATER_VANCOUVER,1169300,-1400.0,,,,4.34,5.01,3.75,0.0,311813.33,-0.64
2024-12-01,GREATER_VANCOUVER,1166900,-2400.0,,,,4.34,4.55,3.25,-0.5,359046.15,0.55
2025-01-01,GREATER_VANCOUVER,1168400,1500.0,18.0,,19.48,4.27,4.45,3.0,-0.25,389466.67,0.63
2025-02-01,GREATER_VANCOUVER,1180200,11800.0,,,,4.19,4.35,3.0,0.0,393400.0,0.33
2025-03-01,GREATER_VANCOUVER,1185400,5200.0,,,,3.99,4.15,2.75,-0.25,431054.55,-0.61
2025-04-01,GREATER_VANCOUVER,1180000,-5400.0,19.0,,18.84,3.99,4.2,2.75,0.0,429090.91,-1.74
2025-05-01,GREATER_VANCOUVER,1173100,-6900.0,,,,3.99,4.25,2.75,0.0,426581.82,-2.8
2025-06-01,GREATER_VANCOUVER,1169400,-3700.0,,,,4.09,4.25,2.75,0.0,425236.36,-2.72
2025-07-01,GREATER_VANCOUVER,1160600,-8800.0,20.0,,18.96,4.19,4.25,2.75,0.0,422036.36,-2.68
2025-08-01,GREATER_VANCOUVER,1145900,-14700.0,,,,4.2,4.27,2.75,0.0,416690.91,-3.84
2025-09-01,GREATER_VANCOUVER,1138300,-7600.0,,,,4.24,4.05,2.5,-0.25,455320.0,-3.26
2025-10-01,GREATER_VANCOUVER,1127100,-11200.0,21.0,,18.77,4.14,3.9,2.25,-0.25,500933.33,-3.72
2025-11-01,GREATER_VANCOUVER,1123700,-3400.0,,,,4.04,3.75,2.25,0.0,499422.22,-3.9
2025-12-01,GREATER_VANCOUVER,1114800,-8900.0,,,,4.14,3.75,2.25,0.0,495466.67,-4.46
2026-01-01,GREATER_VANCOUVER,1101900,-12900.0,,,,4.14,3.7,2.25,0.0,489733.33,-5.69
2026-02-01,GREATER_VANCOUVER,1100300,-1600.0,,,,3.99,3.7,2.25,0.0,489022.22,-6.77
2018-01-01,HALIFAX_DARTMOUTH,273300,,20.0,280.79,16.9,3.19,2.55,1.25,,218640.0,
2018-02-01,HALIFAX_DARTMOUTH,278700,5400.0,,,,3.24,2.5,1.25,0.0,222960.0,
2018-03-01,HALIFAX_DARTMOUTH,280800,2100.0,,,,3.24,2.5,1.25,0.0,224640.0,
2018-04-01,HALIFAX_DARTMOUTH,285400,4600.0,20.0,267.87,16.17,3.24,2.5,1.25,0.0,228320.0,
2018-05-01,HALIFAX_DARTMOUTH,286300,900.0,,,,3.34,2.45,1.25,0.0,229040.0,
2018-06-01,HALIFAX_DARTMOUTH,286800,500.0,,,,3.34,2.55,1.25,0.0,229440.0,
2018-07-01,HALIFAX_DARTMOUTH,284100,-2700.0,20.0,272.89,16.44,3.34,2.7,1.5,0.25,189400.0,
2018-08-01,HALIFAX_DARTMOUTH,283200,-900.0,,,,3.34,2.8,1.5,0.0,188800.0,
2018-09-01,HALIFAX_DARTMOUTH,284500,1300.0,,,,3.44,2.8,1.5,0.0,189666.67,
2018-10-01,HALIFAX_DARTMOUTH,282400,-2100.0,20.0,271.9,16.69,3.54,2.95,1.75,0.25,161371.43,
2018-11-01,HALIFAX_DARTMOUTH,279900,-2500.0,,,,3.59,2.95,1.75,0.0,159942.86,
2018-12-01,HALIFAX_DARTMOUTH,282700,2800.0,,,,3.6,3.1,1.75,0.0,161542.86,
2019-01-01,HALIFAX_DARTMOUTH,284000,1300.0,21.0,271.89,17.11,3.59,2.95,1.75,0.0,162285.71,3.92
2019-02-01,HALIFAX_DARTMOUTH,286100,2100.0,,,,3.49,2.95,1.75,0.0,163485.71,2.66
2019-03-01,HALIFAX_DARTMOUTH,295400,9300.0,,,,3.29,2.95,1.75,0.0,168800.0,5.2
2019-04-01,HALIFAX_DARTMOUTH,298900,3500.0,21.0,273.05,16.59,3.09,2.95,1.75,0.0,170800.0,4.73
2019-05-01,HALIFAX_DARTMOUTH,302100,3200.0,,,,2.99,2.95,1.75,0.0,172628.57,5.52
2019-06-01,HALIFAX_DARTMOUTH,299800,-2300.0,,,,2.79,2.97,1.75,0.0,171314.29,4.53
2019-07-01,HALIFAX_DARTMOUTH,305400,5600.0,21.0,282.51,16.63,2.77,2.95,1.75,0.0,174514.29,7.5
2019-08-01,HALIFAX_DARTMOUTH,303400,-2000.0,,,,2.69,2.99,1.75,0.0,173371.43,7.13
2019-09-01,HALIFAX_DARTMOUTH,299400,-4000.0,,,,2.69,2.95,1.75,0.0,171085.71,5.24
2019-10-01,HALIFAX_DARTMOUTH,302400,3000.0,21.0,284.93,16.61,2.79,2.95,1.75,0.0,172800.0,7.08
2019-11-01,HALIFAX_DARTMOUTH,305900,3500.0,,,,2.74,2.95,1.75,0.0,174800.0,9.29
2019-12-01,HALIFAX_DARTMOUTH,303900,-2000.0,,,,2.84,2.95,1.75,0.0,173657.14,7.5
2020-01-01,HALIFAX_DARTMOUTH,305700,1800.0,21.0,284.11,16.56,2.82,2.89,1.75,0.0,174685.71,7.64
2020-02-01,HALIFAX_DARTMOUTH,317000,11300.0,,,,2.69,2.35,1.75,0.0,181142.86,10.8
2020-03-01,HALIFAX_DARTMOUTH,325400,8400.0,,,,2.54,2.08,0.25,-1.5,1301600.0,10.16
2020-04-01,HALIFAX_DARTMOUTH,323700,-1700.0,22.0,283.42,15.85,2.54,2.25,0.25,0.0,1294800.0,8.3
2020-05-01,HALIFAX_DARTMOUTH,322400,-1300.0,,,,2.39,2.2,0.25,0.0,1289600.0,6.72
2020-06-01,HALIFAX_DARTMOUTH,332000,9600.0,,,,2.24,2.0,0.25,0.0,1328000.0,10.74
2020-07-01,HALIFAX_DARTMOUTH,338700,6700.0,22.0,295.17,15.9,2.09,1.99,0.25,0.0,1354800.0,10.9
2020-08-01,HALIFAX_DARTMOUTH,344100,5400.0,,,,1.99,1.9,0.25,0.0,1376400.0,13.41
2020-09-01,HALIFAX_DARTMOUTH,351300,7200.0,,,,1.87,1.8,0.25,0.0,1405200.0,17.33
2020-10-01,HALIFAX_DARTMOUTH,351200,-100.0,20.0,306.74,15.95,1.83,1.75,0.25,0.0,1404800.0,16.14
2020-11-01,HALIFAX_DARTMOUTH,358300,7100.0,,,,1.79,1.7,0.25,0.0,1433200.0,17.13
2020-12-01,HALIFAX_DARTMOUTH,364200,5900.0,,,,1.74,1.6,0.25,0.0,1456800.0,19.84
2021-01-01,HALIFAX_DARTMOUTH,373600,9400.0,19.0,306.9,15.72,1.69,1.5,0.25,0.0,1494400.0,22.21
2021-02-01,HALIFAX_DARTMOUTH,393800,20200.0,,,,1.69,1.5,0.25,0.0,1575200.0,24.23
2021-03-01,HALIFAX_DARTMOUTH,423000,29200.0,,,,1.94,1.45,0.25,0.0,1692000.0,29.99
2021-04-01,HALIFAX_DARTMOUTH,433400,10400.0,17.0,316.35,16.08,2.04,1.45,0.25,0.0,1733600.0,33.89
2021-05-01,HALIFAX_DARTMOUTH,445200,11800.0,,,,2.09,1.43,0.25,0.0,1780800.0,38.09
2021-06-01,HALIFAX_DARTMOUTH,445000,-200.0,,,,2.09,1.43,0.25,0.0,1780000.0,34.04
2021-07-01,HALIFAX_DARTMOUTH,439800,-5200.0,16.0,318.61,16.11,2.09,1.38,0.25,0.0,1759200.0,29.85
2021-08-01,HALIFAX_DARTMOUTH,444400,4600.0,,,,2.09,1.35,0.25,0.0,1777600.0,29.15
2021-09-01,HALIFAX_DARTMOUTH,449600,5200.0,,,,1.94,1.3,0.25,0.0,1798400.0,27.98
2021-10-01,HALIFAX_DARTMOUTH,459100,9500.0,14.000000000000002,318.8,16.04,2.19,1.3,0.25,0.0,1836400.0,30.72
2021-11-01,HALIFAX_DARTMOUTH,464600,5500.0,,,,2.52,1.3,0.25,0.0,1858400.0,29.67
2021-12-01,HALIFAX_DARTMOUTH,470900,6300.0,,,,2.64,1.35,0.25,0.0,1883600.0,29.3
2022-01-01,HALIFAX_DARTMOUTH,510900,40000.0,13.0,318.9,16.29,2.74,1.35,0.25,0.0,2043600.0,36.75
2022-02-01,HALIFAX_DARTMOUTH,546400,35500.0,,,,2.89,1.41,0.25,0.0,2185600.0,38.75
2022-03-01,HALIFAX_DARTMOUTH,561800,15400.0,,,,3.04,1.75,0.5,0.25,1123600.0,32.81
